5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Occ (%),Lane 2 Flow (Veh/5 Minutes),Lane 2 Occ (%),Lane 3 Flow (Veh/5 Minutes),Lane 3 Occ (%),# Lane Points_x,% Observed_x,Lane 1 Speed (mph),Lane 1 Q (mph),Lane 2 Speed (mph),Lane 2 Q (mph),Lane 3 Speed (mph),Lane 3 Q (mph),# Lane Points_y,% Observed_y,Station_ID,Station_Type,Latitude,Longitude,# Lane Points,% Observed,Lane 4 Flow (Veh/5 Minutes),Lane 4 Occ (%),Lane 4 Speed (mph),Lane 4 Q (mph)
2024-12-29 23:00:00,80,5.5,69.0,4.7,62.0,5.4,3.0,100.0,72.2,72.2,68.6,68.6,64.3,64.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-29 23:05:00,65,4.4,64.0,4.2,64.0,4.9,3.0,100.0,72.6,72.6,69.6,69.6,68.8,68.8,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-29 23:10:00,67,4.8,69.0,4.3,59.0,5.2,3.0,100.0,71.1,71.1,71.8,71.8,66.6,66.6,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-29 23:15:00,65,4.5,72.0,4.8,44.0,4.2,3.0,100.0,71.4,71.4,70.5,70.5,63.1,63.1,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-29 23:20:00,59,4.0,53.0,3.5,57.0,5.1,3.0,100.0,72.0,72.0,70.5,70.5,62.9,62.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-29 23:25:00,68,4.7,58.0,3.9,48.0,3.7,3.0,100.0,71.9,71.9,70.2,70.2,67.7,67.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-29 23:30:00,71,5.1,70.0,4.8,55.0,5.1,3.0,100.0,70.7,70.7,68.9,68.9,64.1,64.1,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-29 23:35:00,56,3.6,57.0,3.5,42.0,3.3,3.0,100.0,73.8,73.8,71.8,71.8,66.7,66.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-29 23:40:00,53,3.7,58.0,3.8,49.0,4.4,3.0,100.0,72.5,72.5,71.3,71.3,64.9,64.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-29 23:45:00,55,3.9,59.0,3.9,43.0,3.8,3.0,100.0,71.6,71.6,70.9,70.9,64.3,64.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-29 23:50:00,60,4.1,51.0,3.4,54.0,5.6,3.0,100.0,72.3,72.3,70.1,70.1,59.2,59.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-29 23:55:00,53,3.7,47.0,3.0,37.0,4.0,3.0,100.0,72.0,72.0,70.9,70.9,56.2,56.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 00:00:00,44,3.0,41.0,2.8,37.0,4.2,3.0,100.0,71.9,71.9,69.7,69.7,62.7,62.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 00:05:00,42,2.9,40.0,2.8,34.0,3.2,3.0,100.0,71.7,71.7,68.7,68.7,63.9,63.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 00:10:00,38,2.5,41.0,2.7,38.0,4.0,3.0,100.0,72.4,72.4,69.5,69.5,61.8,61.8,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 00:15:00,47,3.2,53.0,3.4,35.0,3.1,3.0,100.0,72.8,72.8,70.0,70.0,64.7,64.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 00:20:00,45,3.1,47.0,3.1,44.0,3.7,3.0,100.0,72.4,72.4,69.6,69.6,68.5,68.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 00:25:00,40,2.8,43.0,2.9,39.0,3.0,3.0,100.0,72.2,72.2,69.5,69.5,71.4,71.4,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 00:30:00,36,2.5,40.0,2.6,38.0,3.9,3.0,100.0,72.0,72.0,69.7,69.7,65.9,65.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 00:35:00,35,2.4,45.0,3.0,33.0,2.8,3.0,100.0,72.3,72.3,69.1,69.1,67.4,67.4,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 00:40:00,33,2.3,40.0,2.7,41.0,3.5,3.0,100.0,72.2,72.2,69.2,69.2,69.0,69.0,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 00:45:00,34,2.4,30.0,1.9,32.0,2.9,3.0,100.0,71.8,71.8,70.0,70.0,67.7,67.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 00:50:00,36,2.4,28.0,1.9,30.0,3.6,3.0,100.0,72.3,72.3,69.5,69.5,60.5,60.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 00:55:00,34,2.2,38.0,2.4,29.0,2.4,3.0,100.0,72.9,72.9,70.4,70.4,64.4,64.4,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 01:00:00,34,2.4,34.0,2.2,29.0,2.5,3.0,100.0,72.0,72.0,70.6,70.6,67.2,67.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 01:05:00,30,2.1,28.0,2.1,33.0,3.9,3.0,100.0,71.8,71.8,68.7,68.7,62.5,62.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 01:10:00,38,2.5,36.0,2.5,31.0,2.8,3.0,100.0,72.2,72.2,68.3,68.3,66.3,66.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 01:15:00,26,1.8,23.0,1.5,20.0,2.1,3.0,100.0,72.1,72.1,69.0,69.0,64.8,64.8,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 01:20:00,26,1.8,24.0,1.6,24.0,2.7,3.0,100.0,72.1,72.1,69.3,69.3,62.6,62.6,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 01:25:00,27,1.9,41.0,2.8,25.0,2.8,3.0,100.0,71.6,71.6,69.1,69.1,61.7,61.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 01:30:00,25,1.8,29.0,1.9,25.0,2.3,3.0,100.0,71.5,71.5,69.5,69.5,64.3,64.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 01:35:00,29,1.9,32.0,2.0,25.0,2.9,3.0,100.0,72.3,72.3,70.4,70.4,62.1,62.1,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 01:40:00,16,1.1,23.0,1.5,24.0,2.9,3.0,100.0,71.9,71.9,70.2,70.2,59.8,59.8,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 01:45:00,16,1.1,24.0,1.5,18.0,2.0,3.0,100.0,71.9,71.9,70.1,70.1,60.7,60.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 01:50:00,26,1.8,20.0,1.3,27.0,3.6,3.0,100.0,71.9,71.9,69.8,69.8,56.6,56.6,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 01:55:00,17,1.1,24.0,1.9,22.0,2.2,3.0,100.0,72.0,72.0,68.4,68.4,60.5,60.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 02:00:00,18,1.2,22.0,1.5,20.0,2.2,3.0,100.0,71.9,71.9,69.0,69.0,61.3,61.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 02:05:00,19,1.2,34.0,2.2,21.0,2.7,3.0,100.0,72.1,72.1,69.7,69.7,59.0,59.0,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 02:10:00,16,1.1,27.0,1.8,29.0,3.1,3.0,100.0,72.1,72.1,69.7,69.7,61.2,61.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 02:15:00,13,0.9,20.0,1.3,17.0,1.8,3.0,100.0,71.9,71.9,69.7,69.7,62.2,62.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 02:20:00,16,1.1,29.0,2.0,21.0,2.7,3.0,100.0,71.9,71.9,69.3,69.3,59.6,59.6,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 02:25:00,18,1.2,30.0,2.3,17.0,1.8,3.0,100.0,71.9,71.9,67.6,67.6,61.4,61.4,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 02:30:00,20,1.4,28.0,1.9,17.0,2.0,3.0,100.0,71.6,71.6,68.3,68.3,61.2,61.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 02:35:00,12,0.8,22.0,1.3,20.0,2.6,3.0,100.0,71.7,71.7,69.5,69.5,59.2,59.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 02:40:00,17,1.1,21.0,1.4,23.0,3.6,3.0,100.0,71.9,71.9,69.6,69.6,52.9,52.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 02:45:00,14,1.0,22.0,1.5,20.0,2.2,3.0,100.0,71.9,71.9,69.5,69.5,57.9,57.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 02:50:00,13,0.9,19.0,1.3,18.0,2.5,3.0,100.0,72.0,72.0,69.5,69.5,57.0,57.0,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 02:55:00,8,0.6,22.0,1.4,18.0,2.5,3.0,100.0,71.9,71.9,69.7,69.7,56.7,56.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 03:00:00,16,1.2,22.0,1.6,24.0,2.9,3.0,100.0,71.6,71.6,69.3,69.3,59.1,59.1,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 03:05:00,13,0.9,17.0,1.2,19.0,2.1,3.0,100.0,71.8,71.8,69.5,69.5,61.9,61.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 03:10:00,14,0.9,17.0,1.1,17.0,2.3,3.0,100.0,71.9,71.9,69.9,69.9,61.1,61.1,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 03:15:00,15,1.0,19.0,1.3,21.0,2.9,3.0,100.0,71.9,71.9,69.8,69.8,59.0,59.0,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 03:20:00,20,1.4,26.0,1.8,20.0,2.4,3.0,100.0,71.9,71.9,69.6,69.6,60.5,60.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 03:25:00,15,1.0,23.0,1.6,23.0,2.4,3.0,100.0,72.0,72.0,69.7,69.7,63.9,63.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 03:30:00,18,1.2,27.0,1.8,15.0,2.2,3.0,100.0,72.0,72.0,70.0,70.0,60.9,60.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 03:35:00,26,1.8,32.0,2.1,24.0,3.3,3.0,100.0,72.0,72.0,70.2,70.2,58.2,58.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 03:40:00,26,1.8,26.0,1.7,24.0,2.9,3.0,100.0,71.8,71.8,70.1,70.1,60.0,60.0,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 03:45:00,31,2.2,29.0,1.9,24.0,2.3,3.0,100.0,71.3,71.3,70.2,70.2,64.7,64.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 03:50:00,24,1.6,30.0,2.0,18.0,2.0,3.0,100.0,71.8,71.8,70.4,70.4,64.2,64.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 03:55:00,30,2.1,29.0,2.0,27.0,3.0,3.0,100.0,71.8,71.8,69.8,69.8,64.9,64.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 04:00:00,36,2.5,37.0,2.4,32.0,3.8,3.0,100.0,72.1,72.1,70.4,70.4,64.2,64.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 04:05:00,41,2.9,37.0,2.8,27.0,2.7,3.0,100.0,71.8,71.8,68.1,68.1,66.7,66.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 04:10:00,37,2.5,43.0,2.9,28.0,3.2,3.0,100.0,72.6,72.6,69.3,69.3,65.9,65.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 04:15:00,50,3.5,51.0,3.8,33.0,3.0,3.0,100.0,73.1,73.1,67.4,67.4,71.0,71.0,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 04:20:00,54,3.6,53.0,3.7,38.0,3.8,3.0,100.0,74.2,74.2,68.3,68.3,71.9,71.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 04:25:00,54,3.9,55.0,3.6,35.0,3.5,3.0,100.0,72.5,72.5,70.6,70.6,72.5,72.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 04:30:00,57,4.1,53.0,3.5,37.0,4.0,3.0,100.0,71.4,71.4,71.0,71.0,70.7,70.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 04:35:00,66,4.6,63.0,4.3,46.0,6.5,3.0,100.0,72.1,72.1,70.3,70.3,61.8,61.8,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 04:40:00,69,5.0,69.0,4.8,51.0,5.4,3.0,100.0,71.3,71.3,69.8,69.8,66.3,66.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 04:45:00,72,5.1,72.0,5.2,55.0,7.3,3.0,100.0,71.6,71.6,68.2,68.2,61.2,61.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 04:50:00,83,6.0,68.0,5.1,57.0,6.9,3.0,100.0,71.3,71.3,66.2,66.2,61.6,61.6,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 04:55:00,86,6.1,64.0,4.3,53.0,5.0,3.0,100.0,71.6,71.6,68.8,68.8,70.7,70.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 05:00:00,88,6.4,63.0,4.2,54.0,5.8,3.0,100.0,73.4,73.4,72.4,72.4,69.7,69.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 05:05:00,119,8.6,92.0,6.3,53.0,6.2,3.0,100.0,74.4,74.4,73.1,73.1,66.4,66.4,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 05:10:00,113,8.1,100.0,6.8,67.0,8.4,3.0,100.0,75.1,75.1,73.8,73.8,62.6,62.6,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 05:15:00,117,8.6,91.0,6.6,55.0,7.6,3.0,100.0,74.5,74.5,72.0,72.0,58.0,58.0,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 05:20:00,110,8.4,89.0,6.5,69.0,7.4,3.0,100.0,72.7,72.7,70.5,70.5,63.5,63.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 05:25:00,130,9.7,97.0,6.9,73.0,7.9,3.0,100.0,72.6,72.6,71.1,71.1,65.9,65.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 05:30:00,107,8.2,87.0,6.2,66.0,7.6,3.0,100.0,71.8,71.8,70.9,70.9,65.1,65.1,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 05:35:00,116,9.1,109.0,8.1,67.0,9.1,3.0,100.0,70.5,70.5,69.5,69.5,59.8,59.8,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 05:40:00,126,9.5,90.0,6.9,62.0,8.3,3.0,100.0,71.2,71.2,68.1,68.1,57.4,57.4,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 05:45:00,123,9.2,96.0,7.0,69.0,10.2,3.0,100.0,71.8,71.8,69.0,69.0,53.7,53.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 05:50:00,115,8.6,80.0,5.8,85.0,8.9,3.0,100.0,72.2,72.2,69.5,69.5,62.2,62.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 05:55:00,107,8.0,97.0,7.3,70.0,8.4,3.0,100.0,72.4,72.4,68.2,68.2,62.1,62.1,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 06:00:00,98,7.4,88.0,6.3,61.0,9.2,3.0,100.0,70.8,70.8,67.4,67.4,53.0,53.0,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 06:05:00,103,7.6,86.0,6.2,71.0,8.0,3.0,100.0,70.5,70.5,66.9,66.9,55.9,55.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 06:10:00,112,8.6,90.0,6.4,76.0,8.6,3.0,100.0,69.0,69.0,67.4,67.4,57.3,57.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 06:15:00,109,8.1,88.0,6.4,77.0,7.7,3.0,100.0,69.5,69.5,66.9,66.9,61.8,61.8,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 06:20:00,132,10.3,109.0,8.0,74.0,9.6,3.0,100.0,68.3,68.3,66.0,66.0,56.5,56.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 06:25:00,115,8.7,110.0,8.2,84.0,11.5,3.0,100.0,68.5,68.5,65.3,65.3,52.5,52.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 06:30:00,116,8.8,98.0,7.3,78.0,9.3,3.0,100.0,68.5,68.5,65.0,65.0,54.3,54.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 06:35:00,107,8.1,94.0,6.8,67.0,8.2,3.0,100.0,68.5,68.5,65.5,65.5,54.4,54.4,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 06:40:00,120,9.1,100.0,7.3,87.0,11.4,3.0,100.0,68.5,68.5,65.7,65.7,52.5,52.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 06:45:00,124,9.6,104.0,7.6,75.0,9.2,3.0,100.0,67.8,67.8,65.6,65.6,53.5,53.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 06:50:00,111,8.4,104.0,8.0,90.0,10.7,3.0,100.0,68.2,68.2,63.9,63.9,54.7,54.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 06:55:00,106,7.7,87.0,6.1,63.0,7.0,3.0,100.0,70.0,70.0,66.0,66.0,57.4,57.4,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 07:00:00,114,8.8,99.0,7.7,76.0,9.5,3.0,100.0,68.7,68.7,64.0,64.0,55.4,55.4,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 07:05:00,124,9.1,91.0,6.9,68.0,8.9,3.0,100.0,69.8,69.8,63.8,63.8,53.2,53.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 07:10:00,120,9.0,93.0,7.0,63.0,9.2,3.0,100.0,69.7,69.7,63.7,63.7,49.2,49.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 07:15:00,122,8.8,103.0,7.5,68.0,8.3,3.0,100.0,70.9,70.9,64.9,64.9,51.7,51.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 07:20:00,112,8.4,105.0,7.8,84.0,10.1,3.0,100.0,70.2,70.2,64.9,64.9,53.6,53.6,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 07:25:00,120,8.9,98.0,7.1,80.0,10.1,3.0,100.0,70.3,70.3,65.5,65.5,53.2,53.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 07:30:00,132,10.1,112.0,8.1,81.0,9.1,3.0,100.0,69.0,69.0,65.8,65.8,56.2,56.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 07:35:00,112,8.5,111.0,8.1,87.0,11.2,3.0,100.0,68.8,68.8,65.8,65.8,53.9,53.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 07:40:00,112,8.5,110.0,7.8,82.0,8.4,3.0,100.0,68.9,68.9,66.9,66.9,59.3,59.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 07:45:00,124,9.5,109.0,8.1,81.0,10.8,3.0,100.0,68.3,68.3,65.6,65.6,54.5,54.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 07:50:00,140,10.6,112.0,8.4,97.0,12.3,3.0,100.0,68.7,68.7,64.8,64.8,53.5,53.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 07:55:00,117,8.3,110.0,7.8,86.0,9.7,3.0,100.0,71.0,71.0,66.4,66.4,56.1,56.1,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 08:00:00,111,8.2,95.0,7.1,76.0,8.9,3.0,100.0,70.8,70.8,65.1,65.1,56.3,56.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 08:05:00,111,8.4,102.0,7.8,87.0,10.0,3.0,100.0,69.8,69.8,64.1,64.1,57.0,57.0,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 08:10:00,131,9.7,108.0,7.9,95.0,10.4,3.0,100.0,70.2,70.2,64.8,64.8,58.7,58.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 08:15:00,143,10.5,116.0,8.4,85.0,10.1,3.0,100.0,70.5,70.5,65.5,65.5,57.2,57.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 08:20:00,105,7.8,104.0,7.5,76.0,8.6,3.0,100.0,70.3,70.3,66.0,66.0,57.9,57.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 08:25:00,107,7.9,89.0,6.6,70.0,8.0,3.0,100.0,70.3,70.3,65.5,65.5,57.9,57.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 08:30:00,119,8.7,118.0,8.8,75.0,9.3,3.0,100.0,70.7,70.7,65.0,65.0,55.8,55.8,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 08:35:00,115,8.4,99.0,8.0,90.0,12.2,3.0,100.0,70.8,70.8,62.4,62.4,52.5,52.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 08:40:00,115,8.3,98.0,7.0,72.0,8.8,3.0,100.0,71.3,71.3,64.9,64.9,53.5,53.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 08:45:00,113,8.3,95.0,7.3,75.0,10.1,3.0,100.0,71.0,71.0,63.8,63.8,51.5,51.5,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 08:50:00,104,7.5,97.0,7.1,84.0,10.9,3.0,100.0,71.4,71.4,64.5,64.5,51.4,51.4,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 08:55:00,132,9.8,109.0,8.1,87.0,10.9,3.0,100.0,70.8,70.8,64.8,64.8,52.3,52.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 09:00:00,97,7.3,102.0,7.6,81.0,9.7,3.0,100.0,69.8,69.8,64.6,64.6,53.9,53.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 09:05:00,111,8.2,99.0,7.5,76.0,10.6,3.0,100.0,70.2,70.2,64.1,64.1,50.8,50.8,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 09:10:00,116,8.4,106.0,7.9,70.0,9.0,3.0,100.0,70.9,70.9,64.5,64.5,51.3,51.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 09:15:00,135,10.2,121.0,8.8,88.0,11.0,3.0,100.0,69.8,69.8,65.2,65.2,52.3,52.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 09:20:00,145,10.7,107.0,8.0,91.0,11.6,3.0,100.0,70.3,70.3,64.8,64.8,52.2,52.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 09:25:00,119,8.9,118.0,8.6,85.0,11.2,3.0,100.0,69.9,69.9,65.2,65.2,51.3,51.3,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 09:30:00,140,10.1,124.0,8.9,90.0,11.8,3.0,100.0,71.0,71.0,66.1,66.1,50.9,50.9,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 09:35:00,142,10.8,123.0,9.5,82.0,12.3,3.0,100.0,69.7,69.7,64.0,64.0,47.7,47.7,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 09:40:00,150,10.6,116.0,8.5,94.0,11.9,3.0,100.0,71.7,71.7,64.6,64.6,50.0,50.0,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 09:45:00,133,9.9,102.0,7.5,88.0,11.9,3.0,100.0,70.7,70.7,65.0,65.0,49.6,49.6,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 09:50:00,129,9.6,121.0,9.3,83.0,10.4,3.0,100.0,70.2,70.2,63.9,63.9,51.2,51.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 09:55:00,124,9.7,114.0,8.5,81.0,11.0,3.0,100.0,68.5,68.5,64.0,64.0,50.1,50.1,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 10:00:00,140,11.0,128.0,10.0,96.0,12.7,3.0,100.0,67.3,67.3,62.7,62.7,50.2,50.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 10:05:00,152,11.7,129.0,10.1,93.0,15.5,3.0,100.0,67.6,67.6,61.9,61.9,45.0,45.0,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 10:10:00,150,12.6,136.0,11.2,94.0,14.4,3.0,100.0,64.8,64.8,60.0,60.0,44.2,44.2,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
2024-12-30 10:15:00,131,10.3,117.0,8.6,83.0,11.1,3.0,100.0,65.4,65.4,62.6,62.6,47.0,47.0,3.0,100.0,718081,Mainline,33.90509,-118.065005,,,,,,
